n,tp_rate_pct,sl_rate_pct,time_rate_pct,win_rate_pct,avg_net_pct,expectancy_pct,median_net_pct,avg_gross_pct,avg_mae_pct,avg_mfe_pct,worst_mae_pct,best_mfe_pct,avg_hold_bars,avg_time_to_tp,avg_time_to_sl,sharpe_per_trade,combo,mode,tp,sl,scope,bucket
48865,29.6,68.9,1.5,29.91,-1.09,-1.09,-2.3,-0.79,-3.143,2.382,-60.0,90.07,1.37,1.42,1.27,-0.597,TP2%/SL2%,pct,0.02,0.02,Full,"[0.30, 0.35)"
103067,33.04,64.89,2.07,33.53,-0.941,-0.941,-2.3,-0.641,-2.86,2.35,-80.0,45.0,1.46,1.47,1.34,-0.502,TP2%/SL2%,pct,0.02,0.02,Full,"[0.35, 0.40)"
141982,36.39,61.28,2.33,36.92,-0.802,-0.802,-2.3,-0.502,-2.643,2.379,-82.96,59.07,1.51,1.5,1.39,-0.419,TP2%/SL2%,pct,0.02,0.02,Full,"[0.40, 0.45)"
257220,39.09,58.28,2.64,39.79,-0.688,-0.688,-2.3,-0.388,-2.497,2.381,-34.14,45.45,1.57,1.54,1.44,-0.355,TP2%/SL2%,pct,0.02,0.02,Full,"[0.45, 0.50)"
322349,41.69,55.27,3.04,42.59,-0.574,-0.574,-2.3,-0.274,-2.367,2.375,-41.38,42.86,1.64,1.6,1.49,-0.294,TP2%/SL2%,pct,0.02,0.02,Full,"[0.50, 0.55)"
355606,43.91,52.37,3.72,45.1,-0.471,-0.471,-2.3,-0.171,-2.266,2.41,-98.2,169.41,1.71,1.65,1.54,-0.24,TP2%/SL2%,pct,0.02,0.02,Full,"[0.55, 0.60)"
203838,44.94,50.75,4.3,46.33,-0.417,-0.417,-2.3,-0.117,-2.236,2.456,-98.98,169.41,1.74,1.66,1.54,-0.213,TP2%/SL2%,pct,0.02,0.02,Full,"[0.60, 0.65)"
66999,45.09,51.27,3.65,46.15,-0.424,-0.424,-2.3,-0.124,-2.436,2.855,-53.12,880.09,1.55,1.48,1.37,-0.216,TP2%/SL2%,pct,0.02,0.02,Full,"[0.65, 0.70)"
8054,46.24,49.32,4.44,46.77,-0.36,-0.36,-0.354,-0.06,-2.612,3.781,-27.13,30.43,1.42,1.35,1.17,-0.184,TP2%/SL2%,pct,0.02,0.02,Full,"[0.70, 0.75)"
796,52.14,34.42,13.44,52.76,0.067,0.067,1.7,0.367,-1.986,2.878,-19.6,12.2,2.3,2.12,1.53,0.036,TP2%/SL2%,pct,0.02,0.02,Full,"[0.75, 0.80)"
7708,31.11,66.55,2.34,31.54,-1.015,-1.015,-2.3,-0.715,-2.808,2.182,-25.36,22.71,1.49,1.46,1.38,-0.549,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.30, 0.35)"
15462,34.32,62.4,3.27,35.11,-0.869,-0.869,-2.3,-0.569,-2.578,2.179,-23.45,21.84,1.63,1.57,1.48,-0.46,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.35, 0.40)"
21296,36.6,59.95,3.45,37.54,-0.772,-0.772,-2.3,-0.472,-2.417,2.165,-25.73,25.26,1.68,1.58,1.56,-0.403,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.40, 0.45)"
38176,38.55,57.45,4.0,39.71,-0.683,-0.683,-2.3,-0.383,-2.334,2.162,-22.0,29.96,1.74,1.63,1.59,-0.354,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.45, 0.50)"
45619,40.19,55.4,4.42,41.56,-0.607,-0.607,-2.3,-0.307,-2.254,2.152,-24.38,22.75,1.8,1.69,1.63,-0.313,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.50, 0.55)"
50132,41.58,52.85,5.57,43.25,-0.525,-0.525,-2.3,-0.225,-2.17,2.131,-22.06,26.58,1.88,1.72,1.67,-0.271,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.55, 0.60)"
30057,41.99,51.6,6.4,43.96,-0.493,-0.493,-2.3,-0.193,-2.143,2.158,-24.28,28.64,1.93,1.75,1.69,-0.255,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.60, 0.65)"
10938,43.41,51.96,4.64,44.57,-0.471,-0.471,-2.3,-0.171,-2.254,2.459,-23.79,41.17,1.66,1.53,1.47,-0.241,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.65, 0.70)"
1209,43.26,45.99,10.75,43.42,-0.346,-0.346,-0.221,-0.046,-2.173,2.956,-19.86,20.82,1.61,1.25,1.17,-0.183,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.70, 0.75)"
67,25.37,20.9,53.73,25.37,-0.172,-0.172,-0.217,0.128,-0.99,1.402,-9.52,5.42,3.81,2.53,2.29,-0.127,TP2%/SL2%,pct,0.02,0.02,OOS,"[0.75, 0.80)"
48865,39.95,56.33,3.71,40.47,-1.219,-1.219,-3.3,-0.919,-3.403,2.588,-60.0,90.07,1.67,1.54,1.55,-0.503,TP2%/SL3%,pct,0.02,0.03,Full,"[0.30, 0.35)"
103067,43.39,51.87,4.74,44.14,-1.021,-1.021,-3.3,-0.721,-3.135,2.563,-80.0,45.0,1.79,1.6,1.65,-0.419,TP2%/SL3%,pct,0.02,0.03,Full,"[0.35, 0.40)"
141982,46.75,48.02,5.23,47.57,-0.842,-0.842,-1.355,-0.542,-2.923,2.604,-82.96,59.07,1.86,1.63,1.74,-0.345,TP2%/SL3%,pct,0.02,0.03,Full,"[0.40, 0.45)"
257220,49.27,44.93,5.8,50.3,-0.7,-0.7,0.228,-0.4,-2.774,2.609,-34.14,45.45,1.93,1.68,1.81,-0.287,TP2%/SL3%,pct,0.02,0.03,Full,"[0.45, 0.50)"
322349,51.58,41.84,6.58,52.93,-0.561,-0.561,1.7,-0.261,-2.637,2.605,-57.39,42.86,2.01,1.74,1.87,-0.232,TP2%/SL3%,pct,0.02,0.03,Full,"[0.50, 0.55)"
355606,53.47,38.93,7.6,55.18,-0.436,-0.436,1.7,-0.136,-2.517,2.631,-98.2,169.41,2.08,1.78,1.92,-0.182,TP2%/SL3%,pct,0.02,0.03,Full,"[0.55, 0.60)"
203838,54.42,37.28,8.3,56.38,-0.367,-0.367,1.7,-0.067,-2.467,2.664,-98.98,169.41,2.09,1.78,1.89,-0.155,TP2%/SL3%,pct,0.02,0.03,Full,"[0.60, 0.65)"
66999,55.22,38.56,6.22,56.69,-0.374,-0.374,1.7,-0.074,-2.615,3.03,-53.12,880.09,1.81,1.58,1.63,-0.156,TP2%/SL3%,pct,0.02,0.03,Full,"[0.65, 0.70)"
8054,56.88,37.97,5.15,57.49,-0.306,-0.306,1.7,-0.006,-2.706,3.916,-27.13,30.43,1.53,1.37,1.29,-0.128,TP2%/SL3%,pct,0.02,0.03,Full,"[0.70, 0.75)"
796,54.9,31.03,14.07,55.65,-0.127,-0.127,1.7,0.173,-2.051,2.94,-22.12,12.2,2.36,2.11,1.62,-0.057,TP2%/SL3%,pct,0.02,0.03,Full,"[0.75, 0.80)"
7708,41.1,52.97,5.93,41.79,-1.117,-1.117,-3.3,-0.817,-3.102,2.404,-25.36,22.71,1.88,1.61,1.73,-0.462,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.30, 0.35)"
15462,44.32,48.47,7.21,45.54,-0.918,-0.918,-1.874,-0.618,-2.899,2.4,-23.45,21.84,2.03,1.71,1.88,-0.379,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.35, 0.40)"
21296,46.22,45.73,8.06,47.64,-0.803,-0.803,-0.875,-0.503,-2.736,2.392,-25.73,25.26,2.11,1.73,1.99,-0.333,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.40, 0.45)"
38176,47.99,43.74,8.27,49.65,-0.701,-0.701,-0.169,-0.401,-2.639,2.39,-22.0,29.96,2.15,1.77,2.03,-0.291,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.45, 0.50)"
45619,49.55,41.45,8.99,51.52,-0.6,-0.6,0.832,-0.3,-2.556,2.385,-24.38,22.75,2.22,1.83,2.09,-0.251,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.50, 0.55)"
50132,50.52,38.97,10.51,52.9,-0.505,-0.505,1.7,-0.205,-2.447,2.347,-22.06,26.58,2.28,1.86,2.09,-0.213,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.55, 0.60)"
30057,50.97,37.25,11.77,53.71,-0.448,-0.448,1.7,-0.148,-2.4,2.365,-24.28,28.64,2.33,1.88,2.1,-0.191,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.60, 0.65)"
10938,53.27,38.54,8.19,54.99,-0.421,-0.421,1.7,-0.121,-2.477,2.663,-23.79,41.17,1.98,1.65,1.81,-0.177,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.65, 0.70)"
1209,53.18,34.74,12.08,53.52,-0.281,-0.281,1.7,0.019,-2.33,3.092,-19.86,20.82,1.77,1.29,1.36,-0.122,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.70, 0.75)"
67,28.36,16.42,55.22,28.36,-0.222,-0.222,-0.215,0.078,-0.997,1.443,-9.52,5.42,3.9,2.53,2.55,-0.135,TP2%/SL3%,pct,0.02,0.03,OOS,"[0.75, 0.80)"
48865,52.52,36.6,10.87,53.28,-1.27,-1.27,1.7,-0.97,-3.928,2.875,-60.0,90.07,2.22,1.71,2.14,-0.386,TP2%/SL5%,pct,0.02,0.05,Full,"[0.30, 0.35)"
103067,54.78,32.89,12.33,55.83,-1.054,-1.054,1.7,-0.754,-3.64,2.845,-80.0,45.0,2.33,1.76,2.28,-0.326,TP2%/SL5%,pct,0.02,0.05,Full,"[0.35, 0.40)"
141982,57.43,29.4,13.17,58.58,-0.837,-0.837,1.7,-0.537,-3.398,2.874,-82.96,59.07,2.39,1.79,2.39,-0.265,TP2%/SL5%,pct,0.02,0.05,Full,"[0.40, 0.45)"
257220,59.11,27.01,13.88,60.48,-0.686,-0.686,1.7,-0.386,-3.226,2.868,-58.04,165.51,2.44,1.83,2.47,-0.221,TP2%/SL5%,pct,0.02,0.05,Full,"[0.45, 0.50)"
322349,60.66,24.42,14.92,62.42,-0.523,-0.523,1.7,-0.223,-3.046,2.847,-57.39,42.86,2.5,1.88,2.52,-0.173,TP2%/SL5%,pct,0.02,0.05,Full,"[0.50, 0.55)"
355606,61.95,21.98,16.07,64.15,-0.375,-0.375,1.7,-0.075,-2.88,2.857,-98.2,169.41,2.54,1.91,2.53,-0.128,TP2%/SL5%,pct,0.02,0.05,Full,"[0.55, 0.60)"
203838,63.05,20.61,16.34,65.53,-0.268,-0.268,1.7,0.032,-2.796,2.881,-98.98,169.41,2.52,1.9,2.46,-0.093,TP2%/SL5%,pct,0.02,0.05,Full,"[0.60, 0.65)"
66999,66.15,22.2,11.65,67.98,-0.216,-0.216,1.7,0.084,-2.905,3.26,-53.12,880.09,2.16,1.69,2.08,-0.074,TP2%/SL5%,pct,0.02,0.05,Full,"[0.65, 0.70)"
8054,70.76,22.71,6.53,71.44,-0.054,-0.054,1.7,0.246,-2.883,4.145,-27.13,30.43,1.71,1.46,1.55,-0.018,TP2%/SL5%,pct,0.02,0.05,Full,"[0.70, 0.75)"
796,65.2,20.23,14.57,65.95,-0.016,-0.016,1.7,0.284,-2.17,3.093,-22.12,12.2,2.47,2.12,1.75,-0.006,TP2%/SL5%,pct,0.02,0.05,Full,"[0.75, 0.80)"
7708,52.35,31.53,16.13,53.32,-1.113,-1.113,1.7,-0.813,-3.589,2.689,-25.36,22.71,2.51,1.8,2.43,-0.35,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.30, 0.35)"
15462,54.18,28.47,17.35,55.85,-0.92,-0.92,1.7,-0.62,-3.365,2.681,-23.45,21.84,2.62,1.87,2.6,-0.295,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.35, 0.40)"
21296,55.25,25.98,18.76,57.14,-0.791,-0.791,1.7,-0.491,-3.198,2.663,-25.73,25.26,2.69,1.89,2.73,-0.259,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.40, 0.45)"
38176,56.55,24.79,18.66,58.68,-0.688,-0.688,1.7,-0.388,-3.076,2.647,-22.93,29.96,2.7,1.92,2.76,-0.228,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.45, 0.50)"
45619,57.45,22.97,19.58,59.99,-0.575,-0.575,1.7,-0.275,-2.96,2.618,-25.25,22.75,2.75,1.97,2.79,-0.194,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.50, 0.55)"
50132,58.06,20.93,21.01,61.05,-0.451,-0.451,1.7,-0.151,-2.808,2.568,-23.09,26.58,2.78,1.99,2.75,-0.156,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.55, 0.60)"
30057,58.33,19.76,21.92,61.74,-0.38,-0.38,1.7,-0.08,-2.74,2.577,-24.28,28.64,2.8,2.0,2.75,-0.134,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.60, 0.65)"
10938,62.75,21.85,15.4,64.89,-0.314,-0.314,1.7,-0.014,-2.836,2.917,-31.76,41.17,2.43,1.78,2.49,-0.108,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.65, 0.70)"
1209,64.6,21.34,14.06,65.01,-0.119,-0.119,1.7,0.181,-2.563,3.312,-19.86,20.82,2.02,1.41,1.91,-0.042,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.70, 0.75)"
67,38.81,5.97,55.22,38.81,0.181,0.181,-0.207,0.481,-1.031,1.572,-9.52,9.94,3.94,2.81,1.5,0.106,TP2%/SL5%,pct,0.02,0.05,OOS,"[0.75, 0.80)"
48865,24.08,73.04,2.88,25.08,-1.037,-1.037,-2.3,-0.737,-3.261,2.514,-60.0,90.07,1.53,1.61,1.36,-0.485,TP3%/SL2%,pct,0.03,0.02,Full,"[0.30, 0.35)"
103067,26.51,69.59,3.9,27.98,-0.892,-0.892,-2.3,-0.592,-2.989,2.517,-80.0,45.0,1.65,1.71,1.44,-0.405,TP3%/SL2%,pct,0.03,0.02,Full,"[0.35, 0.40)"
141982,29.23,66.37,4.39,30.91,-0.745,-0.745,-2.3,-0.445,-2.787,2.569,-82.96,59.07,1.74,1.76,1.51,-0.329,TP3%/SL2%,pct,0.03,0.02,Full,"[0.40, 0.45)"
257220,31.35,63.54,5.11,33.48,-0.621,-0.621,-2.3,-0.321,-2.647,2.597,-37.55,45.45,1.83,1.84,1.57,-0.269,TP3%/SL2%,pct,0.03,0.02,Full,"[0.45, 0.50)"
322349,33.27,60.68,6.05,36.06,-0.499,-0.499,-2.3,-0.199,-2.521,2.618,-98.16,42.86,1.93,1.91,1.63,-0.214,TP3%/SL2%,pct,0.03,0.02,Full,"[0.50, 0.55)"
355606,35.13,57.55,7.32,38.66,-0.372,-0.372,-2.3,-0.072,-2.416,2.669,-98.2,169.41,2.02,1.97,1.68,-0.158,TP3%/SL2%,pct,0.03,0.02,Full,"[0.55, 0.60)"
203838,35.99,55.78,8.23,40.01,-0.306,-0.306,-2.3,-0.006,-2.384,2.718,-98.98,169.41,2.06,1.98,1.68,-0.13,TP3%/SL2%,pct,0.03,0.02,Full,"[0.60, 0.65)"
66999,37.94,55.78,6.28,40.78,-0.256,-0.256,-2.3,0.044,-2.572,3.095,-53.12,880.09,1.81,1.75,1.5,-0.107,TP3%/SL2%,pct,0.03,0.02,Full,"[0.65, 0.70)"
8054,42.75,51.97,5.28,43.93,-0.046,-0.046,-2.3,0.254,-2.692,3.95,-27.13,30.43,1.54,1.49,1.24,-0.019,TP3%/SL2%,pct,0.03,0.02,Full,"[0.70, 0.75)"
796,50.25,35.3,14.45,51.01,0.517,0.517,2.7,0.817,-2.049,3.001,-19.6,13.23,2.4,2.23,1.57,0.225,TP3%/SL2%,pct,0.03,0.02,Full,"[0.75, 0.80)"
7708,24.55,71.2,4.26,25.88,-0.988,-0.988,-2.3,-0.688,-2.931,2.311,-25.36,22.97,1.68,1.66,1.49,-0.459,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.30, 0.35)"
15462,26.16,67.76,6.08,28.56,-0.864,-0.864,-2.3,-0.564,-2.719,2.354,-23.45,21.84,1.86,1.83,1.6,-0.394,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.35, 0.40)"
21296,27.85,65.73,6.41,30.5,-0.768,-0.768,-2.3,-0.468,-2.577,2.345,-25.73,25.26,1.94,1.85,1.69,-0.344,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.40, 0.45)"
38176,29.31,63.19,7.5,32.58,-0.668,-0.668,-2.3,-0.368,-2.493,2.371,-22.0,29.96,2.03,1.93,1.72,-0.296,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.45, 0.50)"
45619,30.44,61.3,8.26,34.23,-0.589,-0.589,-2.3,-0.289,-2.42,2.371,-24.38,22.75,2.11,2.0,1.77,-0.258,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.50, 0.55)"
50132,31.44,58.45,10.11,36.12,-0.491,-0.491,-2.3,-0.191,-2.329,2.364,-22.06,26.58,2.21,2.05,1.81,-0.214,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.55, 0.60)"
30057,31.88,57.11,11.01,37.0,-0.45,-0.45,-2.3,-0.15,-2.302,2.389,-24.28,28.64,2.26,2.08,1.83,-0.197,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.60, 0.65)"
10938,34.57,57.68,7.75,37.7,-0.396,-0.396,-2.3,-0.096,-2.426,2.691,-23.79,41.17,1.95,1.82,1.62,-0.169,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.65, 0.70)"
1209,36.48,51.86,11.66,37.22,-0.227,-0.227,-2.3,0.073,-2.347,3.139,-19.86,20.82,1.8,1.47,1.31,-0.098,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.70, 0.75)"
67,17.91,20.9,61.19,19.4,-0.103,-0.103,-0.218,0.197,-0.99,1.572,-9.52,7.91,3.99,2.5,2.29,-0.065,TP3%/SL2%,pct,0.03,0.02,OOS,"[0.75, 0.80)"
48865,32.09,61.44,6.47,33.73,-1.209,-1.209,-3.3,-0.909,-3.587,2.78,-60.0,90.07,1.91,1.76,1.67,-0.436,TP3%/SL3%,pct,0.03,0.03,Full,"[0.30, 0.35)"
103067,34.55,57.26,8.19,36.78,-1.012,-1.012,-3.3,-0.712,-3.333,2.796,-80.0,45.0,2.07,1.86,1.78,-0.361,TP3%/SL3%,pct,0.03,0.03,Full,"[0.35, 0.40)"
141982,37.44,53.51,9.04,39.96,-0.815,-0.815,-3.3,-0.515,-3.133,2.856,-82.96,59.07,2.17,1.91,1.87,-0.287,TP3%/SL3%,pct,0.03,0.03,Full,"[0.40, 0.45)"
257220,39.41,50.4,10.18,42.52,-0.659,-0.659,-3.3,-0.359,-2.989,2.893,-37.55,45.45,2.28,1.99,1.95,-0.232,TP3%/SL3%,pct,0.03,0.03,Full,"[0.45, 0.50)"
322349,41.18,47.16,11.66,45.16,-0.502,-0.502,-1.439,-0.202,-2.851,2.917,-98.16,42.86,2.39,2.06,2.02,-0.177,TP3%/SL3%,pct,0.03,0.03,Full,"[0.50, 0.55)"
355606,42.82,43.86,13.32,47.7,-0.346,-0.346,-0.519,-0.046,-2.721,2.956,-98.2,169.41,2.47,2.1,2.07,-0.122,TP3%/SL3%,pct,0.03,0.03,Full,"[0.55, 0.60)"
203838,43.66,41.99,14.36,49.1,-0.257,-0.257,-0.206,0.043,-2.667,2.991,-98.98,169.41,2.49,2.11,2.04,-0.091,TP3%/SL3%,pct,0.03,0.03,Full,"[0.60, 0.65)"
66999,46.5,43.1,10.4,50.36,-0.201,-0.201,0.13,0.099,-2.807,3.339,-53.12,880.09,2.15,1.85,1.77,-0.07,TP3%/SL3%,pct,0.03,0.03,Full,"[0.65, 0.70)"
8054,52.45,41.13,6.42,53.87,0.043,0.043,2.7,0.343,-2.827,4.154,-27.13,30.43,1.7,1.53,1.39,0.015,TP3%/SL3%,pct,0.03,0.03,Full,"[0.70, 0.75)"
796,52.76,32.04,15.2,53.64,0.331,0.331,2.7,0.631,-2.122,3.077,-22.12,13.23,2.47,2.23,1.67,0.123,TP3%/SL3%,pct,0.03,0.03,Full,"[0.75, 0.80)"
7708,32.02,58.23,9.76,34.22,-1.137,-1.137,-3.3,-0.837,-3.29,2.588,-25.36,22.97,2.15,1.81,1.87,-0.413,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.30, 0.35)"
15462,34.04,53.82,12.14,37.56,-0.938,-0.938,-3.3,-0.638,-3.101,2.64,-23.45,21.84,2.36,1.99,2.01,-0.339,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.35, 0.40)"
21296,35.42,51.27,13.31,39.32,-0.823,-0.823,-3.3,-0.523,-2.953,2.631,-25.73,25.26,2.46,1.99,2.12,-0.296,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.40, 0.45)"
38176,36.64,49.22,14.14,41.19,-0.713,-0.713,-2.451,-0.413,-2.857,2.663,-22.0,29.96,2.53,2.07,2.17,-0.256,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.45, 0.50)"
45619,37.84,46.87,15.28,43.09,-0.599,-0.599,-1.606,-0.299,-2.779,2.671,-24.38,22.75,2.62,2.15,2.23,-0.215,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.50, 0.55)"
50132,38.47,43.96,17.57,44.84,-0.48,-0.48,-0.883,-0.18,-2.657,2.638,-22.06,26.58,2.7,2.18,2.23,-0.173,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.55, 0.60)"
30057,38.89,42.26,18.85,45.81,-0.416,-0.416,-0.617,-0.116,-2.61,2.653,-24.28,28.64,2.75,2.21,2.24,-0.151,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.60, 0.65)"
10938,42.39,44.24,13.37,46.83,-0.371,-0.371,-0.516,-0.071,-2.711,2.971,-23.79,41.17,2.37,1.95,1.96,-0.131,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.65, 0.70)"
1209,44.42,41.77,13.81,45.57,-0.218,-0.218,-0.218,0.082,-2.591,3.37,-19.86,20.82,2.03,1.54,1.56,-0.078,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.70, 0.75)"
67,19.4,17.91,62.69,20.9,-0.213,-0.213,-0.217,0.087,-1.027,1.613,-9.52,7.91,4.09,2.54,2.58,-0.113,TP3%/SL3%,pct,0.03,0.03,OOS,"[0.75, 0.80)"
48865,42.05,41.28,16.67,44.48,-1.335,-1.335,-1.616,-1.035,-4.211,3.137,-60.0,90.07,2.58,1.94,2.26,-0.36,TP3%/SL5%,pct,0.03,0.05,Full,"[0.30, 0.35)"
103067,43.76,37.47,18.77,46.83,-1.108,-1.108,-0.843,-0.808,-3.935,3.144,-80.0,45.0,2.73,2.03,2.4,-0.302,TP3%/SL5%,pct,0.03,0.05,Full,"[0.35, 0.40)"
141982,46.09,33.82,20.09,49.51,-0.865,-0.865,-0.146,-0.565,-3.701,3.193,-82.96,59.07,2.81,2.07,2.51,-0.239,TP3%/SL5%,pct,0.03,0.05,Full,"[0.40, 0.45)"
257220,47.39,31.17,21.44,51.46,-0.691,-0.691,0.478,-0.391,-3.526,3.218,-58.04,165.51,2.9,2.14,2.6,-0.194,TP3%/SL5%,pct,0.03,0.05,Full,"[0.45, 0.50)"
322349,48.6,28.14,23.26,53.72,-0.493,-0.493,1.168,-0.193,-3.334,3.221,-98.16,42.86,2.98,2.2,2.64,-0.141,TP3%/SL5%,pct,0.03,0.05,Full,"[0.50, 0.55)"
355606,49.81,25.32,24.87,55.9,-0.301,-0.301,2.083,-0.001,-3.151,3.24,-98.2,169.41,3.03,2.23,2.65,-0.088,TP3%/SL5%,pct,0.03,0.05,Full,"[0.55, 0.60)"
203838,50.87,23.77,25.36,57.62,-0.164,-0.164,2.7,0.136,-3.057,3.27,-98.98,169.41,3.01,2.23,2.58,-0.049,TP3%/SL5%,pct,0.03,0.05,Full,"[0.60, 0.65)"
66999,55.96,25.84,18.2,60.79,-0.049,-0.049,2.7,0.251,-3.17,3.649,-98.13,880.09,2.59,1.98,2.23,-0.014,TP3%/SL5%,pct,0.03,0.05,Full,"[0.65, 0.70)"
8054,65.42,25.76,8.82,67.21,0.34,0.34,2.7,0.64,-3.075,4.473,-27.13,30.43,1.96,1.65,1.71,0.098,TP3%/SL5%,pct,0.03,0.05,Full,"[0.70, 0.75)"
796,62.69,21.11,16.21,63.57,0.508,0.508,2.7,0.808,-2.252,3.257,-22.12,14.12,2.59,2.22,1.83,0.158,TP3%/SL5%,pct,0.03,0.05,Full,"[0.75, 0.80)"
7708,40.49,35.5,24.01,43.68,-1.2,-1.2,-1.322,-0.9,-3.868,2.942,-25.36,22.97,2.91,2.01,2.53,-0.336,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.30, 0.35)"
15462,42.03,32.32,25.65,46.64,-0.979,-0.979,-0.677,-0.679,-3.644,2.988,-23.45,21.84,3.07,2.16,2.7,-0.277,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.35, 0.40)"
21296,42.67,29.58,27.75,47.72,-0.842,-0.842,-0.402,-0.542,-3.486,2.956,-25.73,25.26,3.14,2.16,2.82,-0.242,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.40, 0.45)"
38176,43.51,28.48,28.01,49.28,-0.732,-0.732,-0.163,-0.432,-3.365,2.975,-22.93,29.96,3.18,2.23,2.86,-0.212,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.45, 0.50)"
45619,44.27,26.46,29.27,50.84,-0.596,-0.596,0.153,-0.296,-3.246,2.956,-25.25,22.75,3.24,2.29,2.89,-0.175,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.50, 0.55)"
50132,44.63,24.08,31.29,52.48,-0.435,-0.435,0.463,-0.135,-3.074,2.913,-23.09,26.58,3.29,2.32,2.86,-0.131,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.55, 0.60)"
30057,44.92,22.91,32.17,53.39,-0.357,-0.357,0.579,-0.057,-3.007,2.915,-24.28,28.64,3.31,2.33,2.86,-0.109,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.60, 0.65)"
10938,50.66,25.95,23.4,56.2,-0.271,-0.271,2.7,0.029,-3.145,3.299,-31.76,41.17,2.91,2.1,2.62,-0.079,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.65, 0.70)"
1209,55.17,27.21,17.62,56.66,-0.071,-0.071,2.7,0.229,-2.949,3.71,-19.86,20.82,2.43,1.73,2.19,-0.02,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.70, 0.75)"
67,26.87,8.96,64.18,28.36,0.094,0.094,-0.214,0.394,-1.116,1.742,-9.52,9.94,4.16,2.72,2.5,0.044,TP3%/SL5%,pct,0.03,0.05,OOS,"[0.75, 0.80)"
48865,15.81,78.04,6.15,19.19,-1.028,-1.028,-2.3,-0.728,-3.419,2.73,-60.0,90.07,1.77,1.97,1.47,-0.398,TP5%/SL2%,pct,0.05,0.02,Full,"[0.30, 0.35)"
103067,17.3,74.8,7.9,21.75,-0.873,-0.873,-2.3,-0.573,-3.156,2.77,-80.0,45.0,1.93,2.12,1.56,-0.326,TP5%/SL2%,pct,0.05,0.02,Full,"[0.35, 0.40)"
141982,19.09,71.81,9.1,24.27,-0.712,-0.712,-2.3,-0.412,-2.958,2.875,-82.96,416.39,2.05,2.23,1.63,-0.257,TP5%/SL2%,pct,0.05,0.02,Full,"[0.40, 0.45)"
257220,20.47,68.86,10.68,26.87,-0.561,-0.561,-2.3,-0.261,-2.814,2.925,-43.51,408.06,2.18,2.32,1.7,-0.197,TP5%/SL2%,pct,0.05,0.02,Full,"[0.45, 0.50)"
322349,21.39,65.97,12.64,29.42,-0.426,-0.426,-2.3,-0.126,-2.687,2.971,-98.16,408.06,2.31,2.4,1.77,-0.148,TP5%/SL2%,pct,0.05,0.02,Full,"[0.50, 0.55)"
